,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,age,age_group,wealth_segment_binary,RFM_segments_predicted,RFM_score,customer_title,customer_title_description,customer_rank
552,Jesse,Crosio,Male,75,1994-04-15,Data Coordiator,Financial Services,Mass Customer,N,Yes,13,9313 Mayer Street,3133,VIC,Australia,8,575,0.796875,28,20-30,2,Silver,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
553,Cordi,Thornton,Female,47,1973-01-04,Structural Engineer,Telecommunications,Mass Customer,N,No,11,2978 Mccormick Center,2028,NSW,Australia,10,575,0.796875,50,31-50,2,Bronze,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
554,Debbie,Tillman,Female,3,1990-07-06,Account Coordinator,Manufacturing,High Net Worth,N,Yes,13,527 Jay Trail,4551,QLD,Australia,8,582,0.79,32,31-50,1,Platinum,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
555,Judie,Pirkis,Female,2,1995-07-18,Recruiter,Financial Services,Affluent Customer,N,Yes,4,6 Loftsgordon Pass,2111,NSW,Australia,11,583,0.7875,27,20-30,0,Gold,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
556,Flin,Yoskowitz,Male,9,1995-12-17,Registered Nurse,Health,Mass Customer,N,Yes,11,9940 Manley Drive,2574,NSW,Australia,7,583,0.7875,27,20-30,2,Silver,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
557,Noel,Sturch,Female,26,1951-10-28,Environmental Specialist,Health,Mass Customer,N,No,10,0736 West Crossing,3585,VIC,Australia,1,583,0.7875,71,71-92,2,Platinum,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
558,Letizia,Poore,Female,27,1938-08-30,Web Developer II,Manufacturing,Affluent Customer,N,No,15,95796 Mcbride Drive,3677,VIC,Australia,3,583,0.7875,84,71-92,0,Gold,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
559,Kiley,Grunder,Male,95,1994-04-17,Cost Accountant,Financial Services,Affluent Customer,N,Yes,1,17393 Colorado Hill,4006,QLD,Australia,8,587,0.78625,28,20-30,0,Gold,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
560,Ethelred,Sissel,Male,83,1974-12-25,Programmer Analyst IV,Health,High Net Worth,N,No,18,65 Rutledge Parkway,2539,NSW,Australia,8,587,0.78625,48,31-50,1,Platinum,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
561,Dena,Pabst,Female,39,1987-04-20,Account Executive,Manufacturing,High Net Worth,N,Yes,17,02023 Loeprich Drive,3037,VIC,Australia,7,590,0.7835937499999999,35,31-50,1,Silver,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
562,Wyndham,Woolford,Male,1,1979-10-22,Engineer IV,Manufacturing,Mass Customer,N,No,10,9107 Pine View Plaza,3977,VIC,Australia,6,591,0.782,43,31-50,2,Silver,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
563,Rochette,Haddacks,Female,44,1996-05-10,Tax Accountant,Retail,Affluent Customer,N,Yes,13,822 Di Loreto Junction,3020,VIC,Australia,8,591,0.782,26,20-30,0,Silver,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
564,Jamal,Dudgeon,Male,83,1965-02-09,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,7,2712 Namekagon Crossing,3029,VIC,Australia,5,591,0.782,58,51-70,2,Bronze,9,Recent Customer,"Bought recently, not very often, average money spent",4
565,Levin,Coxen,Male,13,1955-10-22,Accountant I,Property,Mass Customer,N,No,20,32 Hazelcrest Court,2753,NSW,Australia,8,594,0.78125,67,51-70,2,Platinum,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
566,Marinna,Kauschke,Female,21,1973-03-15,Sales Associate,Financial Services,Affluent Customer,N,Yes,8,9 Forster Circle,3174,VIC,Australia,3,595,0.775625,50,31-50,0,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
567,Kyle,Michie,Female,6,1958-07-19,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,10,07226 Anzinger Avenue,3032,VIC,Australia,8,595,0.775625,64,51-70,2,Bronze,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
568,Lanie,Cobbold,Male,57,1978-12-31,Senior Sales Associate,Financial Services,Mass Customer,N,Yes,9,936 Porter Lane,2323,NSW,Australia,5,595,0.775625,44,31-50,2,Platinum,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
569,Gilbert,O'Fallone,Male,29,1994-11-07,Assistant Media Planner,Entertainment,High Net Worth,N,No,1,6 Havey Pass,2126,NSW,Australia,11,595,0.775625,28,20-30,1,Bronze,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
570,Esther,McOnie,Female,59,1939-05-26,Legal Assistant,Financial Services,Mass Customer,N,No,14,844 Forster Place,2096,NSW,Australia,12,599,0.775,83,71-92,2,Gold,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
571,Chaim,Kingdon,Male,63,1996-01-21,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,15,42590 Bellgrove Court,2097,NSW,Australia,9,599,0.775,27,20-30,0,Silver,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
572,Anson,Dearnaly,Male,68,1997-06-29,Data Coordiator,Health,Affluent Customer,N,Yes,11,6060 Veith Crossing,2103,NSW,Australia,11,602,0.7735,25,20-30,0,Bronze,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
573,Caitrin,Critten,Female,45,1973-01-29,Director of Sales,Manufacturing,Mass Customer,N,Yes,10,25 Lakeland Point,4113,QLD,Australia,7,603,0.7703125,50,31-50,2,Silver,9,Recent Customer,"Bought recently, not very often, average money spent",4
574,Garreth,Minett,Male,93,1961-05-23,Physical Therapy Assistant,Financial Services,Affluent Customer,N,Yes,10,21667 Randy Crossing,3163,VIC,Australia,7,604,0.765,61,51-70,0,Gold,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
575,Rozamond,Sommer,Female,27,1966-09-19,Operator,IT,Affluent Customer,N,Yes,12,608 Dapin Court,3129,VIC,Australia,10,604,0.765,56,51-70,0,Gold,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
576,Annabell,Downer,Female,33,1955-11-25,Budget/Accounting Analyst II,Financial Services,Affluent Customer,N,No,20,8738 Lukken Terrace,2763,NSW,Australia,9,606,0.7649999999999999,67,51-70,0,Platinum,12,Platinum Customer,"Most recent buy, buys often, most spent",1
577,Maximilian,Geffen,Male,96,1955-07-13,Automation Specialist III,Manufacturing,Mass Customer,N,Yes,20,8634 Wayridge Pass,2750,NSW,Australia,8,606,0.7649999999999999,67,51-70,2,Bronze,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
578,Ajay,Worham,Female,80,1979-09-30,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,12,5 Homewood Road,2800,NSW,Australia,6,606,0.7649999999999999,43,31-50,2,Gold,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
579,Jamison,Cashin,Male,70,1970-05-19,VP Product Management,Health,Mass Customer,N,Yes,5,7 Dunning Avenue,2477,NSW,Australia,8,609,0.7625,52,51-70,2,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
580,Dorian,Emery,Female,94,1998-08-24,Professor,Manufacturing,Mass Customer,N,Yes,9,67 Beilfuss Plaza,2168,NSW,Australia,8,609,0.7625,24,20-30,2,Gold,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
581,Nicol,Swinford,Male,65,1976-12-07,VP Marketing,Property,High Net Worth,N,No,16,976 Roxbury Alley,4157,QLD,Australia,7,609,0.7625,46,31-50,1,Silver,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
582,Agna,Cowpe,Female,88,1969-03-05,Associate Professor,Property,Mass Customer,N,Yes,7,2 Main Lane,4114,QLD,Australia,3,612,0.7570312499999999,54,51-70,2,Platinum,9,Recent Customer,"Bought recently, not very often, average money spent",4
583,Nev,Prosh,Male,29,1950-05-08,Environmental Tech,Health,Affluent Customer,N,Yes,17,6115 Forest Crossing,2148,NSW,Australia,8,612,0.7570312499999999,72,71-92,0,Silver,12,Platinum Customer,"Most recent buy, buys often, most spent",1
584,Lucius,Hatchell,Male,37,1951-03-19,Media Manager II,Retail,Mass Customer,N,Yes,14,432 Ronald Regan Court,3782,VIC,Australia,8,612,0.7570312499999999,72,71-92,2,Silver,12,Platinum Customer,"Most recent buy, buys often, most spent",1
585,Francisca,Pottage,Female,63,1957-06-10,Software Engineer II,IT,Mass Customer,N,No,8,8600 Forster Lane,2177,NSW,Australia,9,615,0.7565,65,51-70,2,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
586,Farlie,Brookz,Male,62,1963-07-31,Administrative Assistant I,Health,Mass Customer,N,Yes,6,6692 Independence Way,2070,NSW,Australia,12,615,0.7565,59,51-70,2,Silver,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
587,Beverlee,Ungerechts,Female,49,1973-10-03,Civil Engineer,Manufacturing,Mass Customer,N,No,8,602 Toban Center,4020,QLD,Australia,7,617,0.7543749999999999,49,31-50,2,Silver,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
588,Nanni,Girodias,Female,61,1959-01-08,Associate Professor,Retail,High Net Worth,N,No,16,74 Shopko Pass,2161,NSW,Australia,9,617,0.7543749999999999,64,51-70,1,Silver,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
589,Delcina,Hursey,Female,22,1968-12-26,Associate Professor,Financial Services,Mass Customer,N,Yes,7,804 Washington Point,4132,QLD,Australia,4,620,0.75,54,51-70,2,Silver,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
590,Lek,Pimblett,Male,88,1955-09-29,Product Engineer,Financial Services,Mass Customer,N,Yes,6,97 Merrick Center,2460,NSW,Australia,2,620,0.75,67,51-70,2,Gold,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
591,Kellyann,Adshad,Female,62,1940-06-07,Associate Professor,Financial Services,Mass Customer,N,Yes,22,29 Tennyson Alley,2161,NSW,Australia,9,620,0.75,82,71-92,2,Silver,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
592,Ewell,Paulusch,Male,31,1998-01-15,Engineer I,Manufacturing,Mass Customer,N,Yes,8,8194 Lien Street,4032,QLD,Australia,7,620,0.75,25,20-30,2,Silver,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
593,Madison,Lars,Male,11,1967-01-19,Health Coach III,Health,Mass Customer,N,No,19,9503 New Castle Street,4500,QLD,Australia,9,620,0.75,56,51-70,2,Silver,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
594,Ardis,Taree,Female,97,1960-04-12,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,5,0 Emmet Trail,4128,QLD,Australia,9,625,0.748,62,51-70,0,Platinum,12,Platinum Customer,"Most recent buy, buys often, most spent",1
595,Wheeler,Godsil,Male,51,1993-09-20,Geologist IV,Manufacturing,Affluent Customer,N,Yes,6,7 Spaight Drive,2147,NSW,Australia,9,626,0.74375,29,20-30,0,Silver,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
596,Marissa,O'Scandall,Female,17,1973-07-13,Associate Professor,Financial Services,Affluent Customer,N,Yes,7,45000 Randy Court,3199,VIC,Australia,7,626,0.74375,49,31-50,0,Silver,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
597,Terrel,Keynd,Male,30,1961-04-20,Junior Executive,Manufacturing,Mass Customer,N,No,9,65 David Pass,4221,QLD,Australia,7,626,0.74375,61,51-70,2,Silver,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
598,Augie,Swallwell,Male,42,1939-08-22,Associate Professor,Property,Affluent Customer,N,Yes,13,7 Golden Leaf Avenue,2400,NSW,Australia,2,626,0.74375,83,71-92,0,Silver,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
599,Dillon,Bannister,Male,7,1945-12-24,Tax Accountant,Financial Services,Mass Customer,N,No,11,43 Dayton Drive,2062,NSW,Australia,9,626,0.74375,77,71-92,2,Bronze,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
600,Osbourn,Gherardini,Male,43,1987-05-01,Associate Professor,Financial Services,High Net Worth,N,Yes,16,5 Dryden Road,2782,NSW,Australia,7,626,0.74375,35,31-50,1,Bronze,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
601,Lissa,Gawn,Female,86,1962-09-21,Legal Assistant,Health,Mass Customer,N,Yes,17,14183 Iowa Center,4503,QLD,Australia,5,632,0.74,60,51-70,2,Silver,9,Recent Customer,"Bought recently, not very often, average money spent",4
602,Leisha,McConway,Female,3,1975-10-31,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,13,95 Del Mar Court,3175,VIC,Australia,8,632,0.74,47,31-50,2,Platinum,12,Platinum Customer,"Most recent buy, buys often, most spent",1
603,Kearney,Cuddehy,Male,88,1997-05-18,Marketing Assistant,Retail,Mass Customer,N,No,12,98 Shoshone Road,4207,QLD,Australia,6,634,0.7394999999999999,25,20-30,2,Silver,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
604,Shellysheldon,Bichard,Male,96,1954-01-06,Desktop Support Technician,Financial Services,Mass Customer,N,Yes,16,7199 Springview Parkway,4503,QLD,Australia,5,634,0.7394999999999999,69,51-70,2,Silver,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
605,Reinhard,Oscroft,Male,23,1950-03-18,Pharmacist,Health,High Net Worth,N,No,18,045 Magdeline Court,3690,VIC,Australia,1,634,0.7394999999999999,73,71-92,1,Silver,12,Platinum Customer,"Most recent buy, buys often, most spent",1
606,Menard,Venmore,Male,97,1978-04-04,Assistant Professor,Retail,High Net Worth,N,No,8,5 Hoard Trail,2197,NSW,Australia,10,637,0.7374999999999999,44,31-50,1,Bronze,9,Recent Customer,"Bought recently, not very often, average money spent",4
607,Andree,Breeds,Female,31,1954-10-19,Senior Editor,Financial Services,Affluent Customer,N,Yes,11,93 Scofield Pass,3152,VIC,Australia,6,637,0.7374999999999999,68,51-70,0,Bronze,12,Platinum Customer,"Most recent buy, buys often, most spent",1
608,Kata,Harrop,Female,70,1950-05-04,Associate Professor,Retail,Affluent Customer,N,Yes,13,2 Ridgeway Avenue,2196,NSW,Australia,10,637,0.7374999999999999,72,71-92,0,Bronze,9,Recent Customer,"Bought recently, not very often, average money spent",4
609,Pierrette,Gummie,Female,18,1966-08-04,Statistician II,Retail,Affluent Customer,N,No,14,29 Maple Trail,3143,VIC,Australia,8,637,0.7374999999999999,56,51-70,0,Bronze,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
610,Nady,Withinshaw,Female,96,1968-02-17,Database Administrator III,Financial Services,High Net Worth,N,No,8,7 Brentwood Circle,4000,QLD,Australia,7,641,0.7343749999999999,55,51-70,1,Bronze,9,Recent Customer,"Bought recently, not very often, average money spent",4
611,Demott,Mullaly,Male,42,1982-12-15,Help Desk Operator,Property,Mass Customer,N,No,13,28 Hazelcrest Drive,2525,NSW,Australia,8,642,0.7331249999999999,40,31-50,2,Silver,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
612,Wendye,Kleinplatz,Female,48,1996-05-28,Executive Secretary,Manufacturing,Affluent Customer,N,No,14,01 Reindahl Circle,4132,QLD,Australia,3,643,0.731,26,20-30,0,Gold,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
613,Irvin,Bevans,Male,82,1962-07-12,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,No,12,5880 Hauk Street,2046,NSW,Australia,11,644,0.73046875,60,51-70,2,Gold,9,Recent Customer,"Bought recently, not very often, average money spent",4
614,Madella,Marquiss,Female,51,1976-10-08,VP Marketing,Financial Services,Affluent Customer,N,No,18,0 Larry Park,3175,VIC,Australia,8,644,0.73046875,46,31-50,0,Silver,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
615,Austine,Speedy,Female,38,1940-05-23,Software Engineer II,Argiculture,High Net Worth,N,Yes,14,69 Sunfield Terrace,2558,NSW,Australia,8,646,0.73,82,71-92,1,Platinum,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
616,Wolf,Craft,Male,93,1995-07-19,Database Administrator III,Retail,Affluent Customer,N,Yes,5,7513 Swallow Drive,2148,NSW,Australia,9,646,0.73,27,20-30,0,Gold,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
617,Aldin,Newsome,Male,24,1981-07-06,Financial Analyst,Financial Services,Mass Customer,N,No,17,058 Morningstar Center,2127,NSW,Australia,9,648,0.725,41,31-50,2,Platinum,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
618,Sindee,Jasik,Female,18,1942-10-21,Social Worker,Health,Mass Customer,N,Yes,15,0689 Melby Park,4030,QLD,Australia,9,648,0.725,80,71-92,2,Gold,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
619,Truman,Arlett,Male,58,1958-06-25,Technical Writer,Manufacturing,High Net Worth,N,Yes,16,3 Spohn Circle,2477,NSW,Australia,5,648,0.725,64,51-70,1,Bronze,9,Recent Customer,"Bought recently, not very often, average money spent",4
620,Gordon,Rewan,Male,42,1988-01-07,Chief Design Engineer,Financial Services,Mass Customer,N,No,5,91 Calypso Trail,2750,NSW,Australia,8,651,0.7225,35,31-50,2,Silver,9,Recent Customer,"Bought recently, not very often, average money spent",4
621,Israel,Brough,Male,29,1976-10-29,Associate Professor,Financial Services,Mass Customer,N,Yes,8,43863 Victoria Lane,2281,NSW,Australia,7,651,0.7225,46,31-50,2,Platinum,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
622,Leticia,Hovenden,Female,98,1997-04-03,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,1,54782 Lake View Parkway,3178,VIC,Australia,9,653,0.7187500000000001,25,20-30,2,Bronze,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
623,Caritta,Compston,Female,86,1958-04-25,Geological Engineer,Manufacturing,Mass Customer,N,Yes,17,48971 Marquette Point,3976,VIC,Australia,5,653,0.7187500000000001,64,51-70,2,Silver,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
624,Annabelle,Hanwell,Female,11,1951-11-28,Professor,Manufacturing,High Net Worth,N,Yes,15,99 Sherman Parkway,3083,VIC,Australia,12,655,0.7171875,71,71-92,1,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
